Freq.	I(C1)	I(L1)	I(R1)	I(R2)	I(V1)
1.00000000000000e+002	(-3.74488198866432e+001dB,7.60277224744119e+001°)	(-2.16640862662941e+001dB,-7.75170509728027e+000°)	(-3.74488198866432e+001dB,7.60277224744119e+001°)	(-2.16640862662941e+001dB,-7.75170509728023e+000°)	(-2.14044616201680e+001dB,-1.78733193022503e+002°)
1.02329299228075e+002	(-3.72607360226076e+001dB,7.57154438728858e+001°)	(-2.16678082979507e+001dB,-7.92999409351169e+000°)	(-3.72607360226076e+001dB,7.57154438728858e+001°)	(-2.16678082979507e+001dB,-7.92999409351175e+000°)	(-2.13969474147440e+001dB,-1.78722797344411e+002°)
1.04712854805090e+002	(-3.70731788045917e+001dB,7.53967862084927e+001°)	(-2.16717023276385e+001dB,-8.11227608661204e+000°)	(-3.70731788045917e+001dB,7.53967862084927e+001°)	(-2.16717023276385e+001dB,-8.11227608661204e+000°)	(-2.13891630290537e+001dB,-1.78713344302544e+002°)
1.07151930523761e+002	(-3.68861699003634e+001dB,7.50716594107460e+001°)	(-2.16757761385289e+001dB,-8.29863295752582e+000°)	(-3.68861699003634e+001dB,7.50716594107460e+001°)	(-2.16757761385289e+001dB,-8.29863295752585e+000°)	(-2.13811026292537e+001dB,-1.78704921018971e+002°)
1.09647819614318e+002	(-3.66997317249851e+001dB,7.47399748812470e+001°)	(-2.16800378504286e+001dB,-8.48914773511817e+000°)	(-3.66997317249851e+001dB,7.47399748812470e+001°)	(-2.16800378504286e+001dB,-8.48914773511818e+000°)	(-2.13727606187692e+001dB,-1.78697619325523e+002°)
1.12201845430196e+002	(-3.65138874536787e+001dB,7.44016457169258e+001°)	(-2.16844959328740e+001dB,-8.68390457290132e+000°)	(-3.65138874536787e+001dB,7.44016457169258e+001°)	(-2.16844959328740e+001dB,-8.68390457290132e+000°)	(-2.13641316804218e+001dB,-1.78691535883661e+002°)
1.14815362149688e+002	(-3.63286610336650e+001dB,7.40565869452525e+001°)	(-2.16891592185950e+001dB,-8.88298872213990e+000°)	(-3.63286610336650e+001dB,7.40565869452525e+001°)	(-2.16891592185950e+001dB,-8.88298872213988e+000°)	(-2.13552108215050e+001dB,-1.78686772294032e+002°)
1.17489755493953e+002	(-3.61440771948393e+001dB,7.37047157715628e+001°)	(-2.16940369173445e+001dB,-9.08648650108497e+000°)	(-3.61440771948393e+001dB,7.37047157715628e+001°)	(-2.16940369173445e+001dB,-9.08648650108501e+000°)	(-2.13459934218472e+001dB,-1.78683435193889e+002°)
1.20226443461741e+002	(-3.59601614591319e+001dB,7.33459518385878e+001°)	(-2.16991386300891e+001dB,-9.29448526007800e+000°)	(-3.59601614591319e+001dB,7.33459518385878e+001°)	(-2.16991386300891e+001dB,-9.29448526007800e+000°)	(-2.13364752848890e+001dB,-1.78681636340449e+002°)
1.23026877081238e+002	(-3.57769401483963e+001dB,7.29802174982224e+001°)	(-2.17044743635523e+001dB,-9.50707334225152e+000°)	(-3.57769401483963e+001dB,7.29802174982224e+001°)	(-2.17044743635523e+001dB,-9.50707334225150e+000°)	(-2.13266526917746e+001dB,-1.78681492678137e+002°)
1.25892541179417e+002	(-3.55944403906588e+001dB,7.26074380954941e+001°)	(-2.17100545451012e+001dB,-9.72434003954551e+000°)	(-3.55944403906588e+001dB,7.26074380954941e+001°)	(-2.17100545451012e+001dB,-9.72434003954554e+000°)	(-2.13165224584365e+001dB,-1.78683126387545e+002°)
1.28824955169313e+002	(-3.54126901245563e+001dB,7.22275422646226e+001°)	(-2.17158900379641e+001dB,-9.94637554374367e+000°)	(-3.54126901245563e+001dB,7.22275422646226e+001°)	(-2.17158900379641e+001dB,-9.94637554374363e+000°)	(-2.13060819956210e+001dB,-1.78686664913850e+002°)
1.31825673855641e+002	(-3.52317181017810e+001dB,7.18404622369766e+001°)	(-2.17219921567653e+001dB,-1.01732708922238e+001°)	(-3.52317181017810e+001dB,7.18404622369766e+001°)	(-2.17219921567653e+001dB,-1.01732708922238e+001°)	(-2.12953293717755e+001dB,-1.78692240972343e+002°)
1.34896288259165e+002	(-3.50515538873445e+001dB,7.14461341606413e+001°)	(-2.17283726833572e+001dB,-1.04051179081075e+001°)	(-3.50515538873445e+001dB,7.14461341606413e+001°)	(-2.17283726833572e+001dB,-1.04051179081075e+001°)	(-2.12842633786809e+001dB,-1.78699992528634e+002°)
1.38038426460288e+002	(-3.48722278574670e+001dB,7.10444984312107e+001°)	(-2.17350438829304e+001dB,-1.06420091344803e+001°)	(-3.48722278574670e+001dB,7.10444984312107e+001°)	(-2.17350438829304e+001dB,-1.06420091344803e+001°)	(-2.12728835996792e+001dB,-1.78710062751060e+002°)
1.41253754462275e+002	(-3.46937711948934e+001dB,7.06355000333107e+001°)	(-2.17420185203779e+001dB,-1.08840377623461e+001°)	(-3.46937711948934e+001dB,7.06355000333107e+001°)	(-2.17420185203779e+001dB,-1.08840377623461e+001°)	(-2.12611904803053e+001dB,-1.78722599932764e+002°)
1.44543977074593e+002	(-3.45162158814337e+001dB,7.02190888922408e+001°)	(-2.17493098768822e+001dB,-1.11312975519711e+001°)	(-3.45162158814337e+001dB,7.02190888922408e+001°)	(-2.17493098768822e+001dB,-1.11312975519710e+001°)	(-2.12491854010893e+001dB,-1.78737757380917e+002°)
1.47910838816821e+002	(-3.43395946875215e+001dB,6.97952202349951e+001°)	(-2.17569317666971e+001dB,-1.13838827472603e+001°)	(-3.43395946875215e+001dB,6.97952202349951e+001°)	(-2.17569317666971e+001dB,-1.13838827472602e+001°)	(-2.12368707522543e+001dB,-1.78755693270555e+002°)
1.51356124843621e+002	(-3.41639411585839e+001dB,6.93638549597927e+001°)	(-2.17648985540843e+001dB,-1.16418879828079e+001°)	(-3.41639411585839e+001dB,6.93638549597927e+001°)	(-2.17648985540843e+001dB,-1.16418879828079e+001°)	(-2.12242500099853e+001dB,-1.78776570460553e+002°)
1.54881661891248e+002	(-3.39892895980169e+001dB,6.89249600131017e+001°)	(-2.17732251703648e+001dB,-1.19054081832518e+001°)	(-3.39892895980169e+001dB,6.89249600131017e+001°)	(-2.17732251703648e+001dB,-1.19054081832518e+001°)	(-2.12113278138971e+001dB,-1.78800556269330e+002°)
1.58489319246111e+002	(-3.38156750465614e+001dB,6.84785087729955e+001°)	(-2.17819271310398e+001dB,-1.21745384545612e+001°)	(-3.38156750465614e+001dB,6.84785087729955e+001°)	(-2.17819271310398e+001dB,-1.21745384545613e+001°)	(-2.11981100452829e+001dB,-1.78827822207982e+002°)
1.62181009735893e+002	(-3.36431332578803e+001dB,6.80244814375216e+001°)	(-2.17910205529267e+001dB,-1.24493739668825e+001°)	(-3.36431332578803e+001dB,6.80244814375216e+001°)	(-2.17910205529267e+001dB,-1.24493739668825e+001°)	(-2.11846039056715e+001dB,-1.78858543668708e+002°)
1.65958690743756e+002	(-3.34717006701433e+001dB,6.75628654166075e+001°)	(-2.18005221712557e+001dB,-1.27300098285674e+001°)	(-3.34717006701433e+001dB,6.75628654166075e+001°)	(-2.18005221712557e+001dB,-1.27300098285674e+001°)	(-2.11708179951736e+001dB,-1.78892899566565e+002°)
1.69824365246174e+002	(-3.33014143734350e+001dB,6.70936557258564e+001°)	(-2.18104493566622e+001dB,-1.30165409510105e+001°)	(-3.33014143734350e+001dB,6.70936557258564e+001°)	(-2.18104493566622e+001dB,-1.30165409510105e+001°)	(-2.11567623900491e+001dB,-1.78931071932823e+002°)
1.73780082874937e+002	(-3.31323120728150e+001dB,6.66168553804260e+001°)	(-2.18208201320048e+001dB,-1.33090619039252e+001°)	(-3.31323120728150e+001dB,6.66168553804260e+001°)	(-2.18208201320048e+001dB,-1.33090619039252e+001°)	(-2.11424487188784e+001dB,-1.78973245458489e+002°)
1.77827941003892e+002	(-3.29644320468704e+001dB,6.61324757870099e+001°)	(-2.18316531889338e+001dB,-1.36076667606960e+001°)	(-3.29644320468704e+001dB,6.61324757870099e+001°)	(-2.18316531889338e+001dB,-1.36076667606960e+001°)	(-2.11278902366772e+001dB,-1.79019606986861e+002°)
1.81970085860998e+002	(-3.27978131016237e+001dB,6.56405371317771e+001°)	(-2.18429679041254e+001dB,-1.39124489334558e+001°)	(-3.27978131016237e+001dB,6.56405371317771e+001°)	(-2.18429679041254e+001dB,-1.39124489334558e+001°)	(-2.11131018962518e+001dB,-1.79070344954350e+002°)
1.86208713666287e+002	(-3.26324945196749e+001dB,6.51410687619590e+001°)	(-2.18547843550913e+001dB,-1.42235009975479e+001°)	(-3.26324945196749e+001dB,6.51410687619590e+001°)	(-2.18547843550913e+001dB,-1.42235009975479e+001°)	(-2.10981004160559e+001dB,-1.79125648779240e+002°)
1.90546071796324e+002	(-3.24685160044848e+001dB,6.46341095586179e+001°)	(-2.18671233354656e+001dB,-1.45409145050560e+001°)	(-3.24685160044848e+001dB,6.46341095586179e+001°)	(-2.18671233354656e+001dB,-1.45409145050560e+001°)	(-2.10829043437779e+001dB,-1.79185708198469e+002°)
1.94984459975804e+002	(-3.23059176197327e+001dB,6.41197082979782e+001°)	(-2.18800063696618e+001dB,-1.48647797871012e+001°)	(-3.23059176197327e+001dB,6.41197082979782e+001°)	(-2.18800063696618e+001dB,-1.48647797871012e+001°)	(-2.10675341148608e+001dB,-1.79250712553034e+002°)
1.99526231496888e+002	(-3.21447397237126e+001dB,6.35979239985656e+001°)	(-2.18934557267868e+001dB,-1.51951857446397e+001°)	(-3.21447397237126e+001dB,6.35979239985656e+001°)	(-2.18934557267868e+001dB,-1.51951857446397e+001°)	(-2.10520121051419e+001dB,-1.79320850023154e+002°)
2.04173794466953e+002	(-3.19850228987674e+001dB,6.30688262512735e+001°)	(-2.19074944336874e+001dB,-1.55322196275213e+001°)	(-3.19850228987674e+001dB,6.30688262512735e+001°)	(-2.19074944336874e+001dB,-1.55322196275213e+001°)	(-2.10363626767859e+001dB,-1.79396306814848e+002°)
2.08929613085404e+002	(-3.18268078757978e+001dB,6.25324955293686e+001°)	(-2.19221462870000e+001dB,-1.58759668016130e+001°)	(-3.18268078757978e+001dB,6.25324955293686e+001°)	(-2.19221462870000e+001dB,-1.58759668016130e+001°)	(-2.10206122166883e+001dB,-1.79477266300217e+002°)
2.13796208950223e+002	(-3.16701354539252e+001dB,6.19890234753643e+001°)	(-2.19374358640633e+001dB,-1.62265105038312e+001°)	(-3.16701354539252e+001dB,6.19890234753644e+001°)	(-2.19374358640633e+001dB,-1.62265105038312e+001°)	(-2.10047891665316e+001dB,-1.79563908114285e+002°)
2.18776162394955e+002	(-3.15150464154288e+001dB,6.14385131616247e+001°)	(-2.19533885325457e+001dB,-1.65839315849831e+001°)	(-3.15150464154288e+001dB,6.14385131616247e+001°)	(-2.19533885325457e+001dB,-1.65839315849831e+001°)	(-2.09889240437004e+001dB,-1.79656407211868e+002°)
2.23872113856834e+002	(-3.13615814361276e+001dB,6.08810793215295e+001°)	(-2.19700304586318e+001dB,-1.69483082403713e+001°)	(-3.13615814361276e+001dB,6.08810793215295e+001°)	(-2.19700304586318e+001dB,-1.69483082403714e+001°)	(-2.09730494522880e+001dB,-1.79754932888579e+002°)
2.29086765276777e+002	(-3.12097809914251e+001dB,6.03168485480269e+001°)	(-2.19873886136032e+001dB,-1.73197157281849e+001°)	(-3.12097809914251e+001dB,6.03168485480269e+001°)	(-2.19873886136032e+001dB,-1.73197157281849e+001°)	(-2.09572000834735e+001dB,-1.79859647770652e+002°)
2.34422881531992e+002	(-3.10596852582846e+001dB,5.97459594564278e+001°)	(-2.20054907786416e+001dB,-1.76982260757716e+001°)	(-3.10596852582846e+001dB,5.97459594564278e+001°)	(-2.20054907786416e+001dB,-1.76982260757717e+001°)	(-2.09414127046005e+001dB,-1.79970706778870e+002°)
2.39883291901949e+002	(-3.09113340134573e+001dB,5.91685628083644e+001°)	(-2.20243655476744e+001dB,-1.80839077739693e+001°)	(-3.09113340134573e+001dB,5.91685628083644e+001°)	(-2.20243655476744e+001dB,-1.80839077739693e+001°)	(-2.09257261363514e+001dB,1.79911743927560e+002°)
2.45470891568503e+002	(-3.07647665283375e+001dB,5.85848215939382e+001°)	(-2.20440423280766e+001dB,-1.84768254597631e+001°)	(-3.07647665283375e+001dB,5.85848215939382e+001°)	(-2.20440423280766e+001dB,-1.84768254597631e+001°)	(-2.09101812174917e+001dB,1.79787568020814e+002°)
2.51188643150958e+002	(-3.06200214608709e+001dB,5.79949110692304e+001°)	(-2.20645513390361e+001dB,-1.88770395876347e+001°)	(-3.06200214608709e+001dB,5.79949110692304e+001°)	(-2.20645513390361e+001dB,-1.88770395876347e+001°)	(-2.08948207567416e+001dB,1.79656640081122e+002°)
2.57039578276886e+002	(-3.04771367449964e+001dB,5.73990187465343e+001°)	(-2.20859236073843e+001dB,-1.92846060900760e+001°)	(-3.04771367449964e+001dB,5.73990187465343e+001°)	(-2.20859236073843e+001dB,-1.92846060900760e+001°)	(-2.08796894714300e+001dB,1.79518846673026e+002°)
2.63026799189538e+002	(-3.03361494781514e+001dB,5.67973443349017e+001°)	(-2.21081909606913e+001dB,-1.96995760278564e+001°)	(-3.03361494781514e+001dB,5.67973443349017e+001°)	(-2.21081909606913e+001dB,-1.96995760278564e+001°)	(-2.08648339126919e+001dB,1.79374087413663e+002°)
2.69153480392691e+002	(-3.01970958074193e+001dB,5.61900996288692e+001°)	(-2.21313860174180e+001dB,-2.01219952307565e+001°)	(-3.01970958074193e+001dB,5.61900996288692e+001°)	(-2.21313860174180e+001dB,-2.01219952307565e+001°)	(-2.08503023770787e+001dB,1.79222276025166e+002°)
2.75422870333816e+002	(-3.00600108149418e+001dB,5.55775083435491e+001°)	(-2.21555421739213e+001dB,-2.05519039296135e+001°)	(-3.00600108149418e+001dB,5.55775083435491e+001°)	(-2.21555421739213e+001dB,-2.05519039296135e+001°)	(-2.08361448045739e+001dB,1.79063341363169e+002°)
2.81838293126445e+002	(-2.99249284032620e+001dB,5.49598058946272e+001°)	(-2.21806935881035e+001dB,-2.09893363806637e+001°)	(-2.99249284032620e+001dB,5.49598058946272e+001°)	(-2.21806935881035e+001dB,-2.09893363806637e+001°)	(-2.08224126631253e+001dB,1.78897228413229e+002°)
2.88403150312660e+002	(-2.97918811812971e+001dB,5.43372391222090e+001°)	(-2.22068751595020e+001dB,-2.14343204833170e+001°)	(-2.97918811812971e+001dB,5.43372391222091e+001°)	(-2.22068751595020e+001dB,-2.14343204833170e+001°)	(-2.08091588199301e+001dB,1.78723899247030e+002°)
2.95120922666638e+002	(-2.96609003516729e+001dB,5.37100659578877e+001°)	(-2.22341225056188e+001dB,-2.18868773926485e+001°)	(-2.96609003516729e+001dB,5.37100659578877e+001°)	(-2.22341225056188e+001dB,-2.18868773926485e+001°)	(-2.07964373998365e+001dB,1.78543333930288e+002°)
3.01995172040201e+002	(-2.95320156001700e+001dB,5.30785550348737e+001°)	(-2.22624719342939e+001dB,-2.23470211280563e+001°)	(-2.95320156001700e+001dB,5.30785550348737e+001°)	(-2.22624719342939e+001dB,-2.23470211280563e+001°)	(-2.07843036313470e+001dB,1.78355531374474e+002°)
3.09029543251358e+002	(-2.94052549880546e+001dB,5.24429852415185e+001°)	(-2.22919604119376e+001dB,-2.28147581796957e+001°)	(-2.94052549880546e+001dB,5.24429852415185e+001°)	(-2.22919604119376e+001dB,-2.28147581796957e+001°)	(-2.07728136808308e+001dB,1.78160510124752e+002°)
3.16227766016837e+002	(-2.92806448480652e+001dB,5.18036452190737e+001°)	(-2.23226255274459e+001dB,-2.32900871144668e+001°)	(-2.92806448480652e+001dB,5.18036452190737e+001°)	(-2.23226255274459e+001dB,-2.32900871144668e+001°)	(-2.07620244756672e+001dB,1.77958309076891e+002°)
3.23593656929628e+002	(-2.91582096848336e+001dB,5.11608328050575e+001°)	(-2.23545054516396e+001dB,-2.37729981835028e+001°)	(-2.91582096848336e+001dB,5.11608328050575e+001°)	(-2.23545054516396e+001dB,-2.37729981835028e+001°)	(-2.07519935171508e+001dB,1.77748988116368e+002°)
3.31131121482590e+002	(-2.90379720805007e+001dB,5.05148544241313e+001°)	(-2.23876388920825e+001dB,-2.42634729332714e+001°)	(-2.90379720805007e+001dB,5.05148544241313e+001°)	(-2.23876388920825e+001dB,-2.42634729332714e+001°)	(-2.07427786840905e+001dB,1.77532628673416e+002°)
3.38844156139202e+002	(-2.89199526062718e+001dB,4.98660244289205e+001°)	(-2.24220650431556e+001dB,-2.47614838225676e+001°)	(-2.89199526062718e+001dB,4.98660244289205e+001°)	(-2.24220650431556e+001dB,-2.47614838225676e+001°)	(-2.07344380281207e+001dB,1.77309334188357e+002°)
3.46736850452531e+002	(-2.88041697406244e+001dB,4.92146643937392e+001°)	(-2.24578235312892e+001dB,-2.52669938478351e+001°)	(-2.88041697406244e+001dB,4.92146643937392e+001°)	(-2.24578235312892e+001dB,-2.52669938478351e+001°)	(-2.07270295618262e+001dB,1.77079230482239e+002°)
3.54813389233575e+002	(-2.86906397948418e+001dB,4.85611023646807e+001°)	(-2.24949543552794e+001dB,-2.57799561794059e+001°)	(-2.86906397948418e+001dB,4.85611023646807e+001°)	(-2.24949543552794e+001dB,-2.57799561794059e+001°)	(-2.07206110408455e+001dB,1.76842466028491e+002°)
3.63078054770101e+002	(-2.85793768464985e+001dB,4.79056720700166e+001°)	(-2.25334978216477e+001dB,-2.63003138113869e+001°)	(-2.85793768464985e+001dB,4.79056720700166e+001°)	(-2.25334978216477e+001dB,-2.63003138113869e+001°)	(-2.07152397411715e+001dB,1.76599212122056e+002°)
3.71535229097172e+002	(-2.84703926814649e+001dB,4.72487120952910e+001°)	(-2.25734944750356e+001dB,-2.68279992280530e+001°)	(-2.84703926814649e+001dB,4.72487120952910e+001°)	(-2.25734944750356e+001dB,-2.68279992280530e+001°)	(-2.07109722329105e+001dB,1.76349662943242e+002°)
3.80189396320560e+002	(-2.83636967449320e+001dB,4.65905650279000e+001°)	(-2.26149850236644e+001dB,-2.73629340897127e+001°)	(-2.83636967449320e+001dB,4.65905650279000e+001°)	(-2.26149850236644e+001dB,-2.73629340897127e+001°)	(-2.07078641517844e+001dB,1.76094035514294e+002°)
3.89045144994280e+002	(-2.82592961018876e+001dB,4.59315765762978e+001°)	(-2.26580102599293e+001dB,-2.79050289411055e+001°)	(-2.82592961018876e+001dB,4.59315765762978e+001°)	(-2.26580102599293e+001dB,-2.79050289411055e+001°)	(-2.07059699696781e+001dB,1.75832569547483e+002°)
3.98107170553496e+002	(-2.81571954073908e+001dB,4.52720946692711e+001°)	(-2.27026109762409e+001dB,-2.84541829454565e+001°)	(-2.81571954073908e+001dB,4.52720946692711e+001°)	(-2.27026109762409e+001dB,-2.84541829454565e+001°)	(-2.07053427655318e+001dB,1.75565527184279e+002°)
4.07380277804112e+002	(-2.80573968869113e+001dB,4.46124685409559e+001°)	(-2.27488278762762e+001dB,-2.90102836473537e+001°)	(-2.80573968869113e+001dB,4.46124685409559e+001°)	(-2.27488278762762e+001dB,-2.90102836473537e+001°)	(-2.07060339978723e+001dB,1.75293192625910e+002°)
4.16869383470335e+002	(-2.79599003269090e+001dB,4.39530478074427e+001°)	(-2.27967014818437e+001dB,-2.95732067676239e+001°)	(-2.79599003269090e+001dB,4.39530478074427e+001°)	(-2.27967014818437e+001dB,-2.95732067676239e+001°)	(-2.07080932802493e+001dB,1.75015871656347e+002°)
4.26579518801592e+002	(-2.78647030757383e+001dB,4.32941815409163e+001°)	(-2.28462720356253e+001dB,-3.01428160333604e+001°)	(-2.78647030757383e+001dB,4.32941815409163e+001°)	(-2.28462720356253e+001dB,-3.01428160333604e+001°)	(-2.07115681608176e+001dB,1.74733891059406e+002°)
4.36515832240165e+002	(-2.77718000548699e+001dB,4.26362173473064e+001°)	(-2.28975794001032e+001dB,-3.07189630461971e+001°)	(-2.77718000548699e+001dB,4.26362173473064e+001°)	(-2.28975794001032e+001dB,-3.07189630461971e+001°)	(-2.07165039072625e+001dB,1.74447597932337e+002°)
4.46683592150962e+002	(-2.76811837803278e+001dB,4.19795004533809e+001°)	(-2.29506629530374e+001dB,-3.13014871918262e+001°)	(-2.76811837803278e+001dB,4.19795004533809e+001°)	(-2.29506629530374e+001dB,-3.13014871918262e+001°)	(-2.07229432982203e+001dB,1.74157358898803e+002°)
4.57088189614874e+002	(-2.75928443941509e+001dB,4.13243728091049e+001°)	(-2.30055614799096e+001dB,-3.18902155936181e+001°)	(-2.75928443941509e+001dB,4.13243728091049e+001°)	(-2.30055614799096e+001dB,-3.18902155936181e+001°)	(-2.07309264222921e+001dB,1.73863559224748e+002°)
4.67735141287197e+002	(-2.75067697055995e+001dB,4.06711722109026e+001°)	(-2.30623130638037e+001dB,-3.24849631130248e+001°)	(-2.75067697055995e+001dB,4.06711722109026e+001°)	(-2.30623130638037e+001dB,-3.24849631130248e+001°)	(-2.07404904856934e+001dB,1.73566601841090e+002°)
4.78630092322637e+002	(-2.74229452417411e+001dB,4.00202314512147e+001°)	(-2.31209549732425e+001dB,-3.30855323992224e+001°)	(-2.74229452417411e+001dB,4.00202314512147e+001°)	(-2.31209549732425e+001dB,-3.30855323992224e+001°)	(-2.07516696295197e+001dB,1.73266906277642e+002°)
4.89778819368445e+002	(-2.73413543069756e+001dB,3.93718774994372e+001°)	(-2.31815235485515e+001dB,-3.36917139901823e+001°)	(-2.73413543069756e+001dB,3.93718774994372e+001°)	(-2.31815235485515e+001dB,-3.36917139901823e+001°)	(-2.07644947575466e+001dB,1.72964907513036e+002°)
5.01187233627271e+002	(-2.72619780509842e+001dB,3.87264307189613e+001°)	(-2.32440540873628e+001dB,-3.43032864670541e+001°)	(-2.72619780509842e+001dB,3.87264307189613e+001°)	(-2.32440540873628e+001dB,-3.43032864670541e+001°)	(-2.07789933754200e+001dB,1.72661054745774e+002°)
5.12861383991364e+002	(-2.71847955445243e+001dB,3.80842041246296e+001°)	(-2.33085807299178e+001dB,-3.49200166633873e+001°)	(-2.71847955445243e+001dB,3.80842041246296e+001°)	(-2.33085807299178e+001dB,-3.49200166633874e+001°)	(-2.07951894420270e+001dB,1.72355810091826e+002°)
5.24807460249771e+002	(-2.71097838624361e+001dB,3.74455026844670e+001°)	(-2.33751363448621e+001dB,-3.55416599303337e+001°)	(-2.71097838624361e+001dB,3.74455026844671e+001°)	(-2.33751363448621e+001dB,-3.55416599303337e+001°)	(-2.08131032337755e+001dB,1.72049647214455e+002°)
5.37031796370251e+002	(-2.70369181731788e+001dB,3.68106226690629e+001°)	(-2.34437524162569e+001dB,-3.61679604585405e+001°)	(-2.70369181731788e+001dB,3.68106226690629e+001°)	(-2.34437524162569e+001dB,-3.61679604585405e+001°)	(-2.08327512224466e+001dB,1.71743049892205e+002°)
5.49540873857623e+002	(-2.69661718341787e+001dB,3.61798510514729e+001°)	(-2.35144589325570e+001dB,-3.67986516569892e+001°)	(-2.69661718341787e+001dB,3.61798510514729e+001°)	(-2.35144589325570e+001dB,-3.67986516569892e+001°)	(-2.08541459672244e+001dB,1.71436510531157e+002°)
5.62341325190348e+002	(-2.68975164922400e+001dB,3.55534649599826e+001°)	(-2.35872842783203e+001dB,-3.74334565885446e+001°)	(-2.68975164922400e+001dB,3.55534649599826e+001°)	(-2.35872842783203e+001dB,-3.74334565885446e+001°)	(-2.08772960214457e+001dB,1.71130528627779e+002°)
5.75439937337155e+002	(-2.68309221882532e+001dB,3.49317311855424e+001°)	(-2.36622551294262e+001dB,-3.80720884614716e+001°)	(-2.68309221882532e+001dB,3.49317311855424e+001°)	(-2.36622551294262e+001dB,-3.80720884614716e+001°)	(-2.09022058545515e+001dB,1.70825609188851e+002°)
5.88843655355587e+002	(-2.67663574654258e+001dB,3.43149057451514e+001°)	(-2.37393963525756e+001dB,-3.87142511756525e+001°)	(-2.67663574654258e+001dB,3.43149057451514e+001°)	(-2.37393963525756e+001dB,-3.87142511756525e+001°)	(-2.09288757896654e+001dB,1.70522261115106e+002°)
6.02559586074356e+002	(-2.67037894802603e+001dB,3.37032335019419e+001°)	(-2.38187309098408e+001dB,-3.93596399217054e+001°)	(-2.67037894802603e+001dB,3.37032335019419e+001°)	(-2.38187309098408e+001dB,-3.93596399217054e+001°)	(-2.09573019571642e+001dB,1.70220995555365e+002°)
6.16595001861481e+002	(-2.66431841155125e+001dB,3.30969478422101e+001°)	(-2.39002797690120e+001dB,-4.00079418306712e+001°)	(-2.66431841155125e+001dB,3.30969478422101e+001°)	(-2.39002797690120e+001dB,-4.00079418306712e+001°)	(-2.09874762645437e+001dB,1.69922324238106e+002°)
6.30957344480192e+002	(-2.65845060943799e+001dB,3.24962704091465e+001°)	(-2.39840618204612e+001dB,-4.06588366714108e+001°)	(-2.65845060943799e+001dB,3.24962704091465e+001°)	(-2.39840618204612e+001dB,-4.06588366714108e+001°)	(-2.10193863828290e+001dB,1.69626757787525e+002°)
6.45654229034654e+002	(-2.65277190951975e+001dB,3.19014108925642e+001°)	(-2.40700938012044e+001dB,-4.13119975923467e+001°)	(-2.65277190951975e+001dB,3.19014108925641e+001°)	(-2.40700938012044e+001dB,-4.13119975923467e+001°)	(-2.10530157497080e+001dB,1.69334804031258e+002°)
6.60693448007594e+002	(-2.64727858659421e+001dB,3.13125668734921e+001°)	(-2.41583902267989e+001dB,-4.19670919036961e+001°)	(-2.64727858659421e+001dB,3.13125668734921e+001°)	(-2.41583902267989e+001dB,-4.19670919036961e+001°)	(-2.10883435895117e+001dB,1.69046966307088e+002°)
6.76082975391980e+002	(-2.64196683378924e+001dB,3.07299237221114e+001°)	(-2.42489633316540e+001dB,-4.26237818958923e+001°)	(-2.64196683378924e+001dB,3.07299237221113e+001°)	(-2.42489633316540e+001dB,-4.26237818958923e+001°)	(-2.11253449500914e+001dB,1.68763741776018e+002°)
6.91830970918935e+002	(-2.63683277378243e+001dB,3.01536545471595e+001°)	(-2.43418230182712e+001dB,-4.32817256894798e+001°)	(-2.63683277378244e+001dB,3.01536545471595e+001°)	(-2.43418230182712e+001dB,-4.32817256894798e+001°)	(-2.11639907565783e+001dB,1.68485619749220e+002°)
7.07945784384136e+002	(-2.63187246981750e+001dB,2.95839201946178e+001°)	(-2.44369768158573e+001dB,-4.39405781114041e+001°)	(-2.63187246981750e+001dB,2.95839201946178e+001°)	(-2.44369768158573e+001dB,-4.39405781114041e+001°)	(-2.12042478819356e+001dB,1.68213080036406e+002°)
7.24435960074988e+002	(-2.62708193646512e+001dB,2.90208692932304e+001°)	(-2.45344298486752e+001dB,-4.45999915923090e+001°)	(-2.62708193646512e+001dB,2.90208692932304e+001°)	(-2.45344298486752e+001dB,-4.45999915923090e+001°)	(-2.12460792341384e+001dB,1.67946591323244e+002°)
7.41310241300916e+002	(-2.62245715008137e+001dB,2.84646383441784e+001°)	(-2.46341848144151e+001dB,-4.52596170792077e+001°)	(-2.62245715008137e+001dB,2.84646383441784e+001°)	(-2.46341848144151e+001dB,-4.52596170792077e+001°)	(-2.12894438597381e+001dB,1.67686609585422e+002°)
7.58577575029182e+002	(-2.61799405892191e+001dB,2.79153518520532e+001°)	(-2.47362419727785e+001dB,-4.59191049577090e+001°)	(-2.61799405892191e+001dB,2.79153518520532e+001°)	(-2.47362419727785e+001dB,-4.59191049577090e+001°)	(-2.13342970634843e+001dB,1.67433576546985e+002°)
7.76247116628690e+002	(-2.61368859287532e+001dB,2.73731224941336e+001°)	(-2.48405991443783e+001dB,-4.65781059778659e+001°)	(-2.61368859287532e+001dB,2.73731224941335e+001°)	(-2.48405991443783e+001dB,-4.65781059778659e+001°)	(-2.13805905435924e+001dB,1.67187918190475e+002°)
7.94328234724279e+002	(-2.60953667278460e+001dB,2.68380513248741e+001°)	(-2.49472517199645e+001dB,-4.72362721776732e+001°)	(-2.60953667278460e+001dB,2.68380513248741e+001°)	(-2.49472517199645e+001dB,-4.72362721776732e+001°)	(-2.14282725421600e+001dB,1.66950043326321e+002°)
